periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,año_descarga
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,42,35,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,28,22,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,417,390,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,300,272,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,74,68,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,635,552,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,42,36,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,33,33,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,369,341,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,20,18,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,340,340,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,1,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,56,56,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,1555,936,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,11086,9873,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,8,4,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,55,55,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,709,706,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,63,61,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,4,4,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,0,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,14,11,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,5,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,3,3,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,24,16,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,107,85,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,641,638,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,5,5,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,173,168,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,64,55,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,23,23,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,116,103,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,32,22,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,AMAZONAS,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,508,504,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,33,33,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,35,35,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,740,724,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,536,507,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,175,170,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,419,416,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,81,77,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,36,35,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,18,18,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,644,593,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,266,266,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,4038,3996,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,15166,14689,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,13,13,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,90,90,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,384,384,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,7,7,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,65,65,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,16,16,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,38,38,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,7,7,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,27,27,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,222,222,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,86,86,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,142,141,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,659,634,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,8,8,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,53,53,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,284,284,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,52,52,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,76,76,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,4,4,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,31,31,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,12,6,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,35,35,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,3,3,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,16,16,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,73,73,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,ANCASH,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,1541,1537,20101,ANCASH,HUARAZ,HUARAZ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,109,100,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,31,30,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,462,439,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,395,358,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,153,145,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,1035,935,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,139,120,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,69,59,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,5,4,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,276,261,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,40,33,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,344,325,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,7,6,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,41,41,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,58,53,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,11851,10533,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,0,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,20,14,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,DELITOS DE CORRUPCION DE FUNCIONARIOS,63,57,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,37,36,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,367,367,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,63,43,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,10,10,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,23,23,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,3,3,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,24,24,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,8,8,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,63,63,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,6,6,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,56,56,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,531,525,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,3,3,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,12,12,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,102,101,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,APURIMAC,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,14,14,30101,APURIMAC,ABANCAY,ABANCAY,2023-06-15,2023
