periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,año_descarga
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,45,45,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,2,2,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,61,57,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,742,668,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,574,476,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,273,269,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,24,24,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,344,344,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,93,93,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,87,87,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,CONTRA LA CRIMINALIDAD ORGANIZADA,62,62,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,46,46,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,67,66,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONSULTAS,CONTRA LA CRIMINALIDAD ORGANIZADA,9,9,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONSULTAS,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,103,102,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONTIENDA,DELITOS DE TRATA DE PERSONAS,1,0,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONTIENDA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,228,208,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONTIENDA,DELITOS DE CIBERDELINCUENCIA,335,286,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONTIENDA,NO_TIPO_ESPECIALIZADA,16,13,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,CONTIENDA,NO_TIPO_ESPECIALIZADA,475,418,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,81,80,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,18,18,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,568,447,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,7,6,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,187,180,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,106,80,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,6,6,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,CONTRA LA CRIMINALIDAD ORGANIZADA,5,5,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2,2,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CIBERDELINCUENCIA,1,0,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,12,11,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,82,69,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,CONTRA LA CRIMINALIDAD ORGANIZADA,101,100,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,62,57,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE TRATA DE PERSONAS,24,23,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,297,258,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,68,31,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,3800,3132,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,6,6,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE,DELITOS DE CIBERDELINCUENCIA,13,11,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,164,152,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,3,3,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,CONTRA LA CRIMINALIDAD ORGANIZADA,2,2,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,40,40,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE TRATA DE PERSONAS,2,1,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,387,377,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CIBERDELINCUENCIA,17,17,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,16,16,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,2452,2381,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,352,336,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,4,4,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,CONTRA LA CRIMINALIDAD ORGANIZADA,71,71,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,350,348,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,3,2,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE TRATA DE PERSONAS,6,5,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,187,180,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,89,70,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPREMA,CONTROL INTERNO,CONTROL INTERNO,QUEJAS,NO_TIPO_ESPECIALIZADA,15718,13648,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPREMA,FAMILIA,FAMILIA,PROCESO FAMILIA,NO_TIPO_ESPECIALIZADA,482,333,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPREMA,PENAL,PENAL,PROCESO PENAL,NO_TIPO_ESPECIALIZADA,2514,2514,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA CENTRO,SUPREMA,PENAL,PENAL,PROCESO PENAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,1500,1494,150101,LIMA,LIMA,LIMA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,60,56,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,53,53,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,2184,2074,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,1183,1118,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,434,405,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,830,757,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,59,54,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,3,3,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,10,9,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,266,248,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,820,16,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,28141,21389,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,55900,49348,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,84,62,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,3714,3329,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,15,15,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,116,115,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,68,68,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,1,1,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,5,5,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,55,54,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,1769,1620,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,2,2,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,33,32,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,98,84,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,365,348,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,CONSULTAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,44,44,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,119,117,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,78,74,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,3,2,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXPEDIENTE,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,29,29,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,336,238,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,34,27,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,QUEJAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,444,354,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA ESTE,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,1461,1243,150137,LIMA,LIMA,SANTA ANITA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,581,580,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,1,1,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,697,683,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,481,433,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,140,119,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,284,268,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,14,14,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,10737,9217,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,14766,13519,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,133,131,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,45,45,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,LIMA NOROESTE,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,132,132,70106,CALLAO,CALLAO,VENTANILLA,2023-06-15,2023
